DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
25 March 2019 03:45,3120,-,All Island
25 March 2019 04:00,3121,-,All Island
25 March 2019 04:15,3133,-,All Island
25 March 2019 04:30,3126,-,All Island
25 March 2019 04:45,3133,-,All Island
25 March 2019 05:00,3149,-,All Island
25 March 2019 05:15,3210,-,All Island
25 March 2019 05:30,3239,-,All Island
25 March 2019 05:45,3330,-,All Island
25 March 2019 06:00,3457,-,All Island
25 March 2019 06:15,3596,-,All Island
25 March 2019 06:30,3703,-,All Island
25 March 2019 06:45,3895,-,All Island
25 March 2019 07:00,4100,-,All Island
25 March 2019 07:15,4412,-,All Island
25 March 2019 07:30,4569,-,All Island
25 March 2019 07:45,4756,-,All Island
25 March 2019 08:00,4849,-,All Island
25 March 2019 08:15,4921,-,All Island
25 March 2019 08:30,4924,-,All Island
25 March 2019 08:45,4949,-,All Island
25 March 2019 09:00,5011,-,All Island
25 March 2019 09:15,5069,-,All Island
25 March 2019 09:30,5086,-,All Island
25 March 2019 09:45,5097,-,All Island
25 March 2019 10:00,5070,-,All Island
25 March 2019 10:15,5032,-,All Island
25 March 2019 10:30,5049,-,All Island
25 March 2019 10:45,5040,-,All Island
25 March 2019 11:00,5036,-,All Island
25 March 2019 11:15,5024,-,All Island
25 March 2019 11:30,5017,-,All Island
25 March 2019 11:45,5018,-,All Island
25 March 2019 12:00,5008,-,All Island
25 March 2019 12:15,5029,-,All Island
25 March 2019 12:30,5056,-,All Island
25 March 2019 12:45,5074,-,All Island
25 March 2019 13:00,5047,-,All Island
25 March 2019 13:15,5003,-,All Island
25 March 2019 13:30,4941,-,All Island
25 March 2019 13:45,4939,-,All Island
25 March 2019 14:00,4929,-,All Island
25 March 2019 14:15,4938,-,All Island
25 March 2019 14:30,4933,-,All Island
25 March 2019 14:45,4931,-,All Island
25 March 2019 15:00,4945,-,All Island
25 March 2019 15:15,4971,-,All Island
25 March 2019 15:30,4992,-,All Island
25 March 2019 15:45,5031,-,All Island
25 March 2019 16:00,5053,-,All Island
25 March 2019 16:15,5121,-,All Island
25 March 2019 16:30,5189,-,All Island
25 March 2019 16:45,5257,-,All Island
25 March 2019 17:00,5308,-,All Island
25 March 2019 17:15,5383,-,All Island
25 March 2019 17:30,5428,-,All Island
25 March 2019 17:45,5438,-,All Island
25 March 2019 18:00,5435,-,All Island
25 March 2019 18:15,5388,-,All Island
25 March 2019 18:30,5399,-,All Island
25 March 2019 18:45,5431,-,All Island
25 March 2019 19:00,5490,-,All Island
25 March 2019 19:15,5576,-,All Island
25 March 2019 19:30,5593,-,All Island
25 March 2019 19:45,5536,-,All Island
25 March 2019 20:00,5469,-,All Island
25 March 2019 20:15,5396,-,All Island
25 March 2019 20:30,5325,-,All Island
25 March 2019 20:45,5252,-,All Island
25 March 2019 21:00,5130,-,All Island
25 March 2019 21:15,5015,-,All Island
25 March 2019 21:30,4900,-,All Island
25 March 2019 21:45,4772,-,All Island
25 March 2019 22:00,4616,-,All Island
25 March 2019 22:15,4462,-,All Island
25 March 2019 22:30,4332,-,All Island
25 March 2019 22:45,4204,-,All Island
25 March 2019 23:00,4114,-,All Island
25 March 2019 23:15,4091,-,All Island
25 March 2019 23:30,4003,-,All Island
25 March 2019 23:45,3897,-,All Island
26 March 2019 00:00,3791,-,All Island
26 March 2019 00:15,3727,-,All Island
26 March 2019 00:30,3659,-,All Island
26 March 2019 00:45,3604,-,All Island
26 March 2019 01:00,3546,-,All Island
26 March 2019 01:15,3524,-,All Island
26 March 2019 01:30,3479,-,All Island
26 March 2019 01:45,3449,-,All Island
26 March 2019 02:00,3416,-,All Island
26 March 2019 02:15,3399,-,All Island
26 March 2019 02:30,3360,-,All Island
26 March 2019 02:45,3339,-,All Island
26 March 2019 03:00,3310,-,All Island
26 March 2019 03:15,3311,-,All Island
26 March 2019 03:30,3302,-,All Island
26 March 2019 03:45,3301,-,All Island
26 March 2019 04:00,3295,-,All Island
26 March 2019 04:15,3306,-,All Island
26 March 2019 04:30,3304,-,All Island
26 March 2019 04:45,3298,-,All Island
26 March 2019 05:00,3328,-,All Island
26 March 2019 05:15,3386,-,All Island
26 March 2019 05:30,3417,-,All Island
26 March 2019 05:45,3509,-,All Island
26 March 2019 06:00,3609,-,All Island
26 March 2019 06:15,3746,-,All Island
26 March 2019 06:30,3839,-,All Island
26 March 2019 06:45,4030,-,All Island
26 March 2019 07:00,4249,-,All Island
26 March 2019 07:15,4527,-,All Island
26 March 2019 07:30,4679,-,All Island
26 March 2019 07:45,4850,-,All Island
26 March 2019 08:00,4917,-,All Island
26 March 2019 08:15,5003,-,All Island
26 March 2019 08:30,4992,-,All Island
26 March 2019 08:45,5018,-,All Island
26 March 2019 09:00,5064,-,All Island
26 March 2019 09:15,5123,-,All Island
26 March 2019 09:30,5132,-,All Island
26 March 2019 09:45,5128,-,All Island
26 March 2019 10:00,5082,-,All Island
26 March 2019 10:15,5056,-,All Island
26 March 2019 10:30,5057,-,All Island
26 March 2019 10:45,5042,-,All Island
26 March 2019 11:00,5021,-,All Island
26 March 2019 11:15,5004,-,All Island
26 March 2019 11:30,4978,-,All Island
26 March 2019 11:45,4967,-,All Island
26 March 2019 12:00,4978,-,All Island
26 March 2019 12:15,4986,-,All Island
26 March 2019 12:30,5008,-,All Island
26 March 2019 12:45,5010,-,All Island
26 March 2019 13:00,4988,-,All Island
26 March 2019 13:15,4921,-,All Island
26 March 2019 13:30,4847,-,All Island
26 March 2019 13:45,4863,-,All Island
26 March 2019 14:00,4839,-,All Island
26 March 2019 14:15,4859,-,All Island
26 March 2019 14:30,4847,-,All Island
26 March 2019 14:45,4852,-,All Island
26 March 2019 15:00,4842,-,All Island
26 March 2019 15:15,4874,-,All Island
26 March 2019 15:30,4905,-,All Island
26 March 2019 15:45,4905,-,All Island
26 March 2019 16:00,4943,-,All Island
26 March 2019 16:15,5004,-,All Island
26 March 2019 16:30,5072,-,All Island
26 March 2019 16:45,5127,-,All Island
26 March 2019 17:00,5189,-,All Island
26 March 2019 17:15,5239,-,All Island
26 March 2019 17:30,5284,-,All Island
26 March 2019 17:45,5285,-,All Island
26 March 2019 18:00,5274,-,All Island
26 March 2019 18:15,5249,-,All Island
26 March 2019 18:30,5252,-,All Island
26 March 2019 18:45,5277,-,All Island
26 March 2019 19:00,5367,-,All Island
26 March 2019 19:15,5525,-,All Island
26 March 2019 19:30,5555,-,All Island
26 March 2019 19:45,5530,-,All Island
26 March 2019 20:00,5467,-,All Island
26 March 2019 20:15,5387,-,All Island
26 March 2019 20:30,5322,-,All Island
26 March 2019 20:45,5281,-,All Island
26 March 2019 21:00,5155,-,All Island
26 March 2019 21:15,5019,-,All Island
26 March 2019 21:30,4901,-,All Island
26 March 2019 21:45,4774,-,All Island
26 March 2019 22:00,4659,-,All Island
26 March 2019 22:15,4522,-,All Island
26 March 2019 22:30,4376,-,All Island
26 March 2019 22:45,4230,-,All Island
26 March 2019 23:00,4153,-,All Island
26 March 2019 23:15,4084,-,All Island
26 March 2019 23:30,3988,-,All Island
26 March 2019 23:45,3892,-,All Island
27 March 2019 00:00,3786,-,All Island
27 March 2019 00:15,3727,-,All Island
27 March 2019 00:30,3650,-,All Island
27 March 2019 00:45,3581,-,All Island
27 March 2019 01:00,3530,-,All Island
27 March 2019 01:15,3494,-,All Island
27 March 2019 01:30,3449,-,All Island
27 March 2019 01:45,3407,-,All Island
27 March 2019 02:00,3369,-,All Island
27 March 2019 02:15,3347,-,All Island
27 March 2019 02:30,3313,-,All Island
27 March 2019 02:45,3294,-,All Island
27 March 2019 03:00,3275,-,All Island
27 March 2019 03:15,3258,-,All Island
27 March 2019 03:30,3254,-,All Island
27 March 2019 03:45,3247,-,All Island
27 March 2019 04:00,3252,-,All Island
27 March 2019 04:15,3268,-,All Island
27 March 2019 04:30,3252,-,All Island
27 March 2019 04:45,3261,-,All Island
27 March 2019 05:00,3285,-,All Island
27 March 2019 05:15,3334,-,All Island
27 March 2019 05:30,3372,-,All Island
27 March 2019 05:45,3451,-,All Island
27 March 2019 06:00,3548,-,All Island
27 March 2019 06:15,3677,-,All Island
27 March 2019 06:30,3795,-,All Island
27 March 2019 06:45,3980,-,All Island
27 March 2019 07:00,4231,-,All Island
27 March 2019 07:15,4508,-,All Island
27 March 2019 07:30,4677,-,All Island
27 March 2019 07:45,4818,-,All Island
27 March 2019 08:00,4881,-,All Island
27 March 2019 08:15,4960,-,All Island
27 March 2019 08:30,4945,-,All Island
27 March 2019 08:45,4929,-,All Island
27 March 2019 09:00,4967,-,All Island
27 March 2019 09:15,5028,-,All Island
27 March 2019 09:30,5023,-,All Island
27 March 2019 09:45,5022,-,All Island
27 March 2019 10:00,4995,-,All Island
27 March 2019 10:15,4952,-,All Island
27 March 2019 10:30,4952,-,All Island
27 March 2019 10:45,4949,-,All Island
27 March 2019 11:00,4920,-,All Island
27 March 2019 11:15,4913,-,All Island
27 March 2019 11:30,4912,-,All Island
27 March 2019 11:45,4916,-,All Island
27 March 2019 12:00,4900,-,All Island
27 March 2019 12:15,4926,-,All Island
27 March 2019 12:30,4946,-,All Island
27 March 2019 12:45,4935,-,All Island
27 March 2019 13:00,4917,-,All Island
27 March 2019 13:15,4865,-,All Island
27 March 2019 13:30,4812,-,All Island
27 March 2019 13:45,4799,-,All Island
27 March 2019 14:00,4781,-,All Island
27 March 2019 14:15,4804,-,All Island
27 March 2019 14:30,4794,-,All Island
27 March 2019 14:45,4793,-,All Island
27 March 2019 15:00,4799,-,All Island
27 March 2019 15:15,4831,-,All Island
27 March 2019 15:30,4858,-,All Island
27 March 2019 15:45,4892,-,All Island
27 March 2019 16:00,4911,-,All Island
27 March 2019 16:15,4943,-,All Island
27 March 2019 16:30,5004,-,All Island
27 March 2019 16:45,5076,-,All Island
27 March 2019 17:00,5123,-,All Island
27 March 2019 17:15,5185,-,All Island
27 March 2019 17:30,5223,-,All Island
27 March 2019 17:45,5225,-,All Island
27 March 2019 18:00,5217,-,All Island
27 March 2019 18:15,5192,-,All Island
27 March 2019 18:30,5204,-,All Island
27 March 2019 18:45,5222,-,All Island
27 March 2019 19:00,5309,-,All Island
27 March 2019 19:15,5457,-,All Island
27 March 2019 19:30,5526,-,All Island
27 March 2019 19:45,5505,-,All Island
27 March 2019 20:00,5453,-,All Island
27 March 2019 20:15,5410,-,All Island
27 March 2019 20:30,5341,-,All Island
27 March 2019 20:45,5257,-,All Island
27 March 2019 21:00,5170,-,All Island
27 March 2019 21:15,5050,-,All Island
27 March 2019 21:30,4905,-,All Island
27 March 2019 21:45,4762,-,All Island
27 March 2019 22:00,4640,-,All Island
27 March 2019 22:15,4495,-,All Island
27 March 2019 22:30,4356,-,All Island
27 March 2019 22:45,4236,-,All Island
27 March 2019 23:00,4149,-,All Island
27 March 2019 23:15,4101,-,All Island
27 March 2019 23:30,4000,-,All Island
27 March 2019 23:45,3899,-,All Island
28 March 2019 00:00,3798,-,All Island
28 March 2019 00:15,3726,-,All Island
28 March 2019 00:30,3659,-,All Island
28 March 2019 00:45,3584,-,All Island
28 March 2019 01:00,3531,-,All Island
28 March 2019 01:15,3500,-,All Island
28 March 2019 01:30,3445,-,All Island
28 March 2019 01:45,3408,-,All Island
28 March 2019 02:00,3367,-,All Island
28 March 2019 02:15,3341,-,All Island
28 March 2019 02:30,3311,-,All Island
28 March 2019 02:45,3284,-,All Island
28 March 2019 03:00,3261,-,All Island
28 March 2019 03:15,3261,-,All Island
28 March 2019 03:30,3251,-,All Island
28 March 2019 03:45,3253,-,All Island
28 March 2019 04:00,3266,-,All Island
28 March 2019 04:15,3264,-,All Island
28 March 2019 04:30,3255,-,All Island
28 March 2019 04:45,3277,-,All Island
28 March 2019 05:00,3303,-,All Island
28 March 2019 05:15,3360,-,All Island
28 March 2019 05:30,3386,-,All Island
28 March 2019 05:45,3451,-,All Island
28 March 2019 06:00,3545,-,All Island
28 March 2019 06:15,3697,-,All Island
28 March 2019 06:30,3829,-,All Island
28 March 2019 06:45,4014,-,All Island
28 March 2019 07:00,4222,-,All Island
28 March 2019 07:15,4514,-,All Island
28 March 2019 07:30,4681,-,All Island
28 March 2019 07:45,4824,-,All Island
28 March 2019 08:00,4922,-,All Island
28 March 2019 08:15,4981,-,All Island
28 March 2019 08:30,4958,-,All Island
28 March 2019 08:45,4967,-,All Island
28 March 2019 09:00,4993,-,All Island
28 March 2019 09:15,5034,-,All Island
28 March 2019 09:30,5012,-,All Island
28 March 2019 09:45,5006,-,All Island
28 March 2019 10:00,4973,-,All Island
28 March 2019 10:15,4908,-,All Island
28 March 2019 10:30,4899,-,All Island
28 March 2019 10:45,4884,-,All Island
28 March 2019 11:00,4865,-,All Island
28 March 2019 11:15,4834,-,All Island
28 March 2019 11:30,4830,-,All Island
28 March 2019 11:45,4815,-,All Island
28 March 2019 12:00,4797,-,All Island
28 March 2019 12:15,4796,-,All Island
28 March 2019 12:30,4801,-,All Island
28 March 2019 12:45,4801,-,All Island
28 March 2019 13:00,4736,-,All Island
28 March 2019 13:15,4692,-,All Island
28 March 2019 13:30,4636,-,All Island
28 March 2019 13:45,4619,-,All Island
28 March 2019 14:00,4628,-,All Island
28 March 2019 14:15,4648,-,All Island
28 March 2019 14:30,4656,-,All Island
28 March 2019 14:45,4614,-,All Island
28 March 2019 15:00,4641,-,All Island
28 March 2019 15:15,4665,-,All Island
28 March 2019 15:30,4668,-,All Island
28 March 2019 15:45,4684,-,All Island
28 March 2019 16:00,4708,-,All Island
28 March 2019 16:15,4766,-,All Island
28 March 2019 16:30,4800,-,All Island
28 March 2019 16:45,4868,-,All Island
28 March 2019 17:00,4924,-,All Island
28 March 2019 17:15,4956,-,All Island
28 March 2019 17:30,4991,-,All Island
28 March 2019 17:45,4993,-,All Island
28 March 2019 18:00,4996,-,All Island
28 March 2019 18:15,4981,-,All Island
28 March 2019 18:30,4961,-,All Island
28 March 2019 18:45,4992,-,All Island
28 March 2019 19:00,5083,-,All Island
28 March 2019 19:15,5269,-,All Island
28 March 2019 19:30,5359,-,All Island
28 March 2019 19:45,5393,-,All Island
28 March 2019 20:00,5340,-,All Island
28 March 2019 20:15,5296,-,All Island
28 March 2019 20:30,5227,-,All Island
28 March 2019 20:45,5147,-,All Island
28 March 2019 21:00,5054,-,All Island
28 March 2019 21:15,4894,-,All Island
28 March 2019 21:30,4775,-,All Island
28 March 2019 21:45,4637,-,All Island
28 March 2019 22:00,4478,-,All Island
28 March 2019 22:15,4344,-,All Island
28 March 2019 22:30,4219,-,All Island
28 March 2019 22:45,4120,-,All Island
28 March 2019 23:00,4048,-,All Island
28 March 2019 23:15,3987,-,All Island
28 March 2019 23:30,3893,-,All Island
28 March 2019 23:45,3816,-,All Island
29 March 2019 00:00,3697,-,All Island
29 March 2019 00:15,3635,-,All Island
29 March 2019 00:30,3559,-,All Island
29 March 2019 00:45,3493,-,All Island
29 March 2019 01:00,3451,-,All Island
29 March 2019 01:15,3423,-,All Island
29 March 2019 01:30,3401,-,All Island
29 March 2019 01:45,3343,-,All Island
29 March 2019 02:00,3303,-,All Island
29 March 2019 02:15,3289,-,All Island
29 March 2019 02:30,3279,-,All Island
29 March 2019 02:45,3254,-,All Island
29 March 2019 03:00,3230,-,All Island
29 March 2019 03:15,3221,-,All Island
29 March 2019 03:30,3209,-,All Island
29 March 2019 03:45,3220,-,All Island
29 March 2019 04:00,3218,-,All Island
29 March 2019 04:15,3234,-,All Island
29 March 2019 04:30,3232,-,All Island
29 March 2019 04:45,3232,-,All Island
29 March 2019 05:00,3244,-,All Island
29 March 2019 05:15,3290,-,All Island
29 March 2019 05:30,3335,-,All Island
29 March 2019 05:45,3395,-,All Island
29 March 2019 06:00,3474,-,All Island
29 March 2019 06:15,3634,-,All Island
29 March 2019 06:30,3744,-,All Island
29 March 2019 06:45,3934,-,All Island
29 March 2019 07:00,4155,-,All Island
29 March 2019 07:15,4420,-,All Island
29 March 2019 07:30,4601,-,All Island
29 March 2019 07:45,4740,-,All Island
29 March 2019 08:00,4834,-,All Island
29 March 2019 08:15,4899,-,All Island
29 March 2019 08:30,4897,-,All Island
29 March 2019 08:45,4904,-,All Island
29 March 2019 09:00,4951,-,All Island
29 March 2019 09:15,5013,-,All Island
29 March 2019 09:30,5021,-,All Island
29 March 2019 09:45,5010,-,All Island
29 March 2019 10:00,4977,-,All Island
29 March 2019 10:15,4948,-,All Island
29 March 2019 10:30,4926,-,All Island
29 March 2019 10:45,4909,-,All Island
29 March 2019 11:00,4932,-,All Island
29 March 2019 11:15,4919,-,All Island
29 March 2019 11:30,4889,-,All Island
29 March 2019 11:45,4897,-,All Island
29 March 2019 12:00,4882,-,All Island
29 March 2019 12:15,4897,-,All Island
29 March 2019 12:30,4879,-,All Island
29 March 2019 12:45,4876,-,All Island
29 March 2019 13:00,4840,-,All Island
29 March 2019 13:15,4785,-,All Island
29 March 2019 13:30,4737,-,All Island
29 March 2019 13:45,4708,-,All Island
29 March 2019 14:00,4697,-,All Island
29 March 2019 14:15,4698,-,All Island
29 March 2019 14:30,4678,-,All Island
29 March 2019 14:45,4663,-,All Island
29 March 2019 15:00,4655,-,All Island
29 March 2019 15:15,4655,-,All Island
29 March 2019 15:30,4656,-,All Island
29 March 2019 15:45,4654,-,All Island
29 March 2019 16:00,4650,-,All Island
29 March 2019 16:15,4669,-,All Island
29 March 2019 16:30,4711,-,All Island
29 March 2019 16:45,4767,-,All Island
29 March 2019 17:00,4813,-,All Island
29 March 2019 17:15,4858,-,All Island
29 March 2019 17:30,4899,-,All Island
29 March 2019 17:45,4932,-,All Island
29 March 2019 18:00,4924,-,All Island
29 March 2019 18:15,4912,-,All Island
29 March 2019 18:30,4926,-,All Island
29 March 2019 18:45,4960,-,All Island
29 March 2019 19:00,5033,-,All Island
29 March 2019 19:15,5177,-,All Island
29 March 2019 19:30,5246,-,All Island
29 March 2019 19:45,5215,-,All Island
29 March 2019 20:00,5160,-,All Island
29 March 2019 20:15,5095,-,All Island
29 March 2019 20:30,5025,-,All Island
29 March 2019 20:45,4960,-,All Island
29 March 2019 21:00,4869,-,All Island
29 March 2019 21:15,4763,-,All Island
29 March 2019 21:30,4663,-,All Island
29 March 2019 21:45,4553,-,All Island
29 March 2019 22:00,4445,-,All Island
29 March 2019 22:15,4342,-,All Island
29 March 2019 22:30,4247,-,All Island
29 March 2019 22:45,4141,-,All Island
29 March 2019 23:00,4099,-,All Island
29 March 2019 23:15,4080,-,All Island
29 March 2019 23:30,3983,-,All Island
29 March 2019 23:45,3898,-,All Island
30 March 2019 00:00,3807,-,All Island
30 March 2019 00:15,3726,-,All Island
30 March 2019 00:30,3645,-,All Island
30 March 2019 00:45,3561,-,All Island
30 March 2019 01:00,3511,-,All Island
30 March 2019 01:15,3483,-,All Island
30 March 2019 01:30,3426,-,All Island
30 March 2019 01:45,3372,-,All Island
30 March 2019 02:00,3328,-,All Island
30 March 2019 02:15,3294,-,All Island
30 March 2019 02:30,3249,-,All Island
30 March 2019 02:45,3217,-,All Island
30 March 2019 03:00,3195,-,All Island
30 March 2019 03:15,3186,-,All Island
30 March 2019 03:30,3166,-,All Island
30 March 2019 03:45,3157,-,All Island
30 March 2019 04:00,3137,-,All Island
30 March 2019 04:15,3132,-,All Island
30 March 2019 04:30,3121,-,All Island
30 March 2019 04:45,3117,-,All Island
30 March 2019 05:00,3137,-,All Island
30 March 2019 05:15,3156,-,All Island
30 March 2019 05:30,3173,-,All Island
30 March 2019 05:45,3197,-,All Island
30 March 2019 06:00,3220,-,All Island
30 March 2019 06:15,3284,-,All Island
30 March 2019 06:30,3324,-,All Island
30 March 2019 06:45,3395,-,All Island
30 March 2019 07:00,3500,-,All Island
30 March 2019 07:15,3635,-,All Island
30 March 2019 07:30,3730,-,All Island
30 March 2019 07:45,3852,-,All Island
30 March 2019 08:00,3959,-,All Island
30 March 2019 08:15,4075,-,All Island
30 March 2019 08:30,4162,-,All Island
30 March 2019 08:45,4259,-,All Island
30 March 2019 09:00,4370,-,All Island
30 March 2019 09:15,4469,-,All Island
30 March 2019 09:30,4502,-,All Island
30 March 2019 09:45,4545,-,All Island
30 March 2019 10:00,4564,-,All Island
30 March 2019 10:15,4574,-,All Island
30 March 2019 10:30,4565,-,All Island
30 March 2019 10:45,4584,-,All Island
30 March 2019 11:00,4565,-,All Island
30 March 2019 11:15,4581,-,All Island
30 March 2019 11:30,4555,-,All Island
30 March 2019 11:45,4541,-,All Island
30 March 2019 12:00,4512,-,All Island
30 March 2019 12:15,4550,-,All Island
30 March 2019 12:30,4528,-,All Island
30 March 2019 12:45,4534,-,All Island
30 March 2019 13:00,4485,-,All Island
30 March 2019 13:15,4448,-,All Island
30 March 2019 13:30,4393,-,All Island
30 March 2019 13:45,4372,-,All Island
30 March 2019 14:00,4301,-,All Island
30 March 2019 14:15,4256,-,All Island
30 March 2019 14:30,4228,-,All Island
30 March 2019 14:45,4209,-,All Island
30 March 2019 15:00,4190,-,All Island
30 March 2019 15:15,4188,-,All Island
30 March 2019 15:30,4170,-,All Island
30 March 2019 15:45,4184,-,All Island
30 March 2019 16:00,4220,-,All Island
30 March 2019 16:15,4262,-,All Island
30 March 2019 16:30,4287,-,All Island
30 March 2019 16:45,4353,-,All Island
30 March 2019 17:00,4414,-,All Island
30 March 2019 17:15,4501,-,All Island
30 March 2019 17:30,4554,-,All Island
30 March 2019 17:45,4600,-,All Island
30 March 2019 18:00,4611,-,All Island
30 March 2019 18:15,4624,-,All Island
30 March 2019 18:30,4646,-,All Island
30 March 2019 18:45,4678,-,All Island
30 March 2019 19:00,4740,-,All Island
30 March 2019 19:15,4812,-,All Island
30 March 2019 19:30,4833,-,All Island
30 March 2019 19:45,4808,-,All Island
30 March 2019 20:00,4778,-,All Island
30 March 2019 20:15,4709,-,All Island
30 March 2019 20:30,4641,-,All Island
30 March 2019 20:45,4574,-,All Island
30 March 2019 21:00,4499,-,All Island
30 March 2019 21:15,4406,-,All Island
30 March 2019 21:30,4322,-,All Island
30 March 2019 21:45,4243,-,All Island
30 March 2019 22:00,4135,-,All Island
30 March 2019 22:15,4053,-,All Island
30 March 2019 22:30,3980,-,All Island
30 March 2019 22:45,3903,-,All Island
30 March 2019 23:00,3863,-,All Island
30 March 2019 23:15,3859,-,All Island
30 March 2019 23:30,3795,-,All Island
30 March 2019 23:45,3733,-,All Island
31 March 2019 00:00,3651,-,All Island
31 March 2019 00:15,3598,-,All Island
31 March 2019 00:30,3532,-,All Island
31 March 2019 00:45,3464,-,All Island
31 March 2019 01:00,-,-,All Island
31 March 2019 01:15,-,-,All Island
31 March 2019 01:30,-,-,All Island
31 March 2019 01:45,-,-,All Island
31 March 2019 02:00,3420,-,All Island
31 March 2019 02:15,3398,-,All Island
31 March 2019 02:30,3345,-,All Island
31 March 2019 02:45,3291,-,All Island
31 March 2019 03:00,3214,-,All Island
31 March 2019 03:15,3168,-,All Island
31 March 2019 03:30,3104,-,All Island
31 March 2019 03:45,3082,-,All Island
31 March 2019 04:00,3044,-,All Island
31 March 2019 04:15,3041,-,All Island
31 March 2019 04:30,3045,-,All Island
31 March 2019 04:45,3037,-,All Island
31 March 2019 05:00,3036,-,All Island
31 March 2019 05:15,3057,-,All Island
31 March 2019 05:30,3031,-,All Island
31 March 2019 05:45,3056,-,All Island
31 March 2019 06:00,3084,-,All Island
31 March 2019 06:15,3126,-,All Island
31 March 2019 06:30,3145,-,All Island
31 March 2019 06:45,3174,-,All Island
31 March 2019 07:00,3152,-,All Island
31 March 2019 07:15,3214,-,All Island
31 March 2019 07:30,3267,-,All Island
31 March 2019 07:45,3317,-,All Island
31 March 2019 08:00,3403,-,All Island
31 March 2019 08:15,3523,-,All Island
31 March 2019 08:30,3610,-,All Island
31 March 2019 08:45,3701,-,All Island
31 March 2019 09:00,3769,-,All Island
31 March 2019 09:15,3848,-,All Island
31 March 2019 09:30,3924,-,All Island
31 March 2019 09:45,3980,-,All Island
31 March 2019 10:00,4057,-,All Island
31 March 2019 10:15,4134,-,All Island
31 March 2019 10:30,4167,-,All Island
31 March 2019 10:45,4208,-,All Island
31 March 2019 11:00,4258,-,All Island
31 March 2019 11:15,4297,-,All Island
31 March 2019 11:30,4307,-,All Island
31 March 2019 11:45,4317,-,All Island
31 March 2019 12:00,4362,-,All Island
31 March 2019 12:15,4383,-,All Island
31 March 2019 12:30,4391,-,All Island
31 March 2019 12:45,4419,-,All Island
31 March 2019 13:00,4419,-,All Island
31 March 2019 13:15,4392,-,All Island
31 March 2019 13:30,4359,-,All Island
31 March 2019 13:45,4308,-,All Island
31 March 2019 14:00,4253,-,All Island
31 March 2019 14:15,4195,-,All Island
31 March 2019 14:30,4154,-,All Island
31 March 2019 14:45,4132,-,All Island
31 March 2019 15:00,4084,-,All Island
31 March 2019 15:15,4054,-,All Island
31 March 2019 15:30,4040,-,All Island
31 March 2019 15:45,4040,-,All Island
31 March 2019 16:00,4039,-,All Island
31 March 2019 16:15,4056,-,All Island
31 March 2019 16:30,4058,-,All Island
31 March 2019 16:45,4096,-,All Island
31 March 2019 17:00,4115,-,All Island
31 March 2019 17:15,4143,-,All Island
31 March 2019 17:30,4194,-,All Island
31 March 2019 17:45,4225,-,All Island
31 March 2019 18:00,4249,-,All Island
31 March 2019 18:15,4262,-,All Island
31 March 2019 18:30,4289,-,All Island
31 March 2019 18:45,4301,-,All Island
31 March 2019 19:00,4304,-,All Island
31 March 2019 19:15,4313,-,All Island
31 March 2019 19:30,4341,-,All Island
31 March 2019 19:45,4354,-,All Island
31 March 2019 20:00,4426,-,All Island
31 March 2019 20:15,4562,-,All Island
31 March 2019 20:30,4664,-,All Island
31 March 2019 20:45,4672,-,All Island
31 March 2019 21:00,4647,-,All Island
31 March 2019 21:15,4587,-,All Island
31 March 2019 21:30,4496,-,All Island
31 March 2019 21:45,4381,-,All Island
31 March 2019 22:00,4271,-,All Island
31 March 2019 22:15,4168,-,All Island
31 March 2019 22:30,4020,-,All Island
31 March 2019 22:45,3895,-,All Island
31 March 2019 23:00,3774,-,All Island
31 March 2019 23:15,3653,-,All Island
31 March 2019 23:30,3548,-,All Island
31 March 2019 23:45,3460,-,All Island
1 April 2019 00:00,3430,-,All Island
1 April 2019 00:15,3423,-,All Island
1 April 2019 00:30,3390,-,All Island
1 April 2019 00:45,3333,-,All Island
1 April 2019 01:00,3281,-,All Island
1 April 2019 01:15,3252,-,All Island
1 April 2019 01:30,3219,-,All Island
1 April 2019 01:45,3176,-,All Island
1 April 2019 02:00,3149,-,All Island
1 April 2019 02:15,3138,-,All Island
1 April 2019 02:30,3107,-,All Island
1 April 2019 02:45,3079,-,All Island
1 April 2019 03:00,3073,-,All Island
1 April 2019 03:15,3064,-,All Island
1 April 2019 03:30,3043,-,All Island
1 April 2019 03:45,3028,-,All Island
1 April 2019 04:00,3024,-,All Island
1 April 2019 04:15,3017,-,All Island
1 April 2019 04:30,3029,-,All Island
1 April 2019 04:45,3052,-,All Island
1 April 2019 05:00,3079,-,All Island
1 April 2019 05:15,3128,-,All Island
1 April 2019 05:30,3162,-,All Island
1 April 2019 05:45,3235,-,All Island
1 April 2019 06:00,3358,-,All Island
1 April 2019 06:15,3536,-,All Island
1 April 2019 06:30,3650,-,All Island
1 April 2019 06:45,3831,-,All Island
1 April 2019 07:00,4003,-,All Island
1 April 2019 07:15,4264,-,All Island
1 April 2019 07:30,4438,-,All Island
1 April 2019 07:45,4636,-,All Island
1 April 2019 08:00,4785,-,All Island
1 April 2019 08:15,4935,-,All Island
1 April 2019 08:30,4972,-,All Island
1 April 2019 08:45,5001,-,All Island
1 April 2019 09:00,5040,-,All Island
1 April 2019 09:15,5077,-,All Island
1 April 2019 09:30,5104,-,All Island
1 April 2019 09:45,5105,-,All Island
1 April 2019 10:00,5072,-,All Island
